,predicted
2015-02-01,0.3037964267172226
2015-03-01,0.298837857868443
2015-04-01,0.14364210015463838
2015-05-01,0.024838543163620372
2015-06-01,-0.0720416800855851
2015-07-01,-0.1337531192406801
2015-08-01,-0.21971933623992385
2015-09-01,-0.28842815021491586
2015-10-01,-0.46641986147500486
2015-11-01,-0.5914741851548153
2015-12-01,-0.6976408454540031
2016-01-01,-0.7297763811844177
2016-02-01,-0.7432054727610837
2016-03-01,-0.7588254395583544
2016-04-01,-0.7478835584476354
2016-05-01,-0.7515064213496352
2016-06-01,-0.7254127012519831
2016-07-01,-0.725263673429002
2016-08-01,-0.7140835071005971
2016-09-01,-0.6739170811941863
2016-10-01,-0.5011907083089941
2016-11-01,-0.40063416711284994
2016-12-01,-0.2903741208404648
2017-01-01,-0.2427902069120238
2017-02-01,-0.1750452745968516
2017-03-01,-0.12182462654835383
2017-04-01,-0.06219653292471348
2017-05-01,-0.025563828261765394
2017-06-01,-0.04481055647713231
2017-07-01,-0.038218039525067464
2017-08-01,-0.044346089577422095
2017-09-01,-0.054786814461898085
2017-10-01,-0.0019277873812719366
2017-11-01,0.118317226600479
2017-12-01,0.29329153926292506
2018-01-01,0.400115044972003
2018-02-01,0.41992983104431186
2018-03-01,0.42352866971894065
2018-04-01,0.5156214260077081
2018-05-01,0.6483050701919987
2018-06-01,0.7545682882589152
2018-07-01,0.7721311752023731
2018-08-01,0.8216916577997548
2018-09-01,0.7577127703296711
2018-10-01,0.6737780652830807
2018-11-01,0.4830163660272275
2018-12-01,0.21177165596544142
2019-01-01,-0.06592276706096734
2019-02-01,-0.24348610833523954
2019-03-01,-0.2534876252698471
2019-04-01,-0.2600788053904434
2019-05-01,-0.2668824198810059
2019-06-01,-0.2735768020696146
2019-07-01,-0.30261431059713245
2019-08-01,-0.33098206964237964
2019-09-01,-0.30978946292810905
2019-10-01,-0.37238724587774125
2019-11-01,-0.4832300943337361
2019-12-01,-0.4516486576049777
2020-01-01,-0.3432036745383997
2020-02-01,-0.18237203044178013
2020-03-01,-0.6604441181402626
2020-04-01,-1.475879890884417
2020-05-01,-2.371427894791237
2020-06-01,-2.625676686903134
2020-07-01,-2.3098796482893666
2020-08-01,-1.8627934874920438
2020-09-01,-1.4613814750964147
2020-10-01,-1.3605692754239946
2020-11-01,-1.32025521072807
2020-12-01,-1.3600418400901622
2021-01-01,-1.2447503982242196
2021-02-01,-1.0222856147575026
2021-03-01,0.040408564048002915
2021-04-01,1.4513738694187497
2021-05-01,2.797630001550127
2021-06-01,3.363301499664486
2021-07-01,3.2203560252059003
2021-08-01,2.9176094461631727
2021-09-01,2.4186309054117827
2021-10-01,2.450446235598358
2021-11-01,2.5563862083468702
2021-12-01,2.8144718819673225
2022-01-01,2.8527034772852105
2022-02-01,2.7437179233005122
2022-03-01,2.554679407801177
2022-04-01,2.266814492238019
2022-05-01,1.890801976853972
2022-06-01,1.8230209392985204
2022-07-01,1.6286972224047376
2022-08-01,1.4628523837054521
2022-09-01,1.3541006094418289
2022-10-01,1.1272827649112782
2022-11-01,0.9396508385400613
2022-12-01,0.7608592919831869
2023-01-01,0.6142853262605256
2023-02-01,0.571395603822355
2023-03-01,0.4353446921941327
2023-04-01,0.30383674062508176
2023-05-01,0.04875283691445882
