,predicted
2015-02-01,-1.5418630464419636
2015-03-01,-1.6233846637814646
2015-04-01,-1.638601419476659
2015-05-01,-1.6459182098191483
2015-06-01,-1.5408034239008073
2015-07-01,-1.3822956804224542
2015-08-01,-1.3682323194973545
2015-09-01,-1.3579347757616287
2015-10-01,-1.399658784897709
2015-11-01,-1.358191725763867
2015-12-01,-1.339701445758289
2016-01-01,-1.276119131355237
2016-02-01,-1.0375915402886817
2016-03-01,-1.1501615334926842
2016-04-01,-1.1311397496814373
2016-05-01,-0.8703740501431926
2016-06-01,-0.7943817054583001
2016-07-01,-0.742880175770758
2016-08-01,-0.7449491647797276
2016-09-01,-0.6774859405106542
2016-10-01,-0.44095989917440304
2016-11-01,-0.3586183655607673
2016-12-01,-0.23835866538779096
2017-01-01,0.03131234136662917
2017-02-01,0.3132837380221556
2017-03-01,0.4135795699910041
2017-04-01,0.1634179152761929
2017-05-01,-0.10608601124594
2017-06-01,-0.3187234745864323
2017-07-01,-0.4500484921978648
2017-08-01,-0.3526791528229994
2017-09-01,-0.16256574439277596
2017-10-01,-0.05584533623352882
2017-11-01,-0.09630221881714365
2017-12-01,-0.06323283105949798
2018-01-01,-0.04581126676536345
2018-02-01,-0.14442981960866058
2018-03-01,-0.15146581275522678
2018-04-01,-0.10234800260752923
2018-05-01,0.05646486161177734
2018-06-01,0.253325228106809
2018-07-01,0.2745310157944871
2018-08-01,0.26135317611447845
2018-09-01,0.22684265859906563
2018-10-01,0.17503578052718163
2018-11-01,0.2443743529345012
2018-12-01,0.05665847601268412
2019-01-01,-0.15532719288293237
2019-02-01,-0.399112902783248
2019-03-01,-0.35491178477171725
2019-04-01,-0.1735313854497074
2019-05-01,-0.1210107913636753
2019-06-01,-0.24535474071760516
2019-07-01,-0.2575640350863902
2019-08-01,-0.17331228444296204
2019-09-01,-0.3049884826541505
2019-10-01,-0.425227224952303
2019-11-01,-0.3641395208722707
2019-12-01,-0.15713509098887748
2020-01-01,-0.00836184726355873
2020-02-01,0.03860691531844726
2020-03-01,-0.18738099260700794
2020-04-01,-0.6864618450393367
2020-05-01,-1.297747323288056
2020-06-01,-1.3356852909836678
2020-07-01,-1.0672238833112426
2020-08-01,-0.9275386466291392
2020-09-01,-0.6942635636324828
2020-10-01,-0.5753673483068426
2020-11-01,-0.6331236430423359
2020-12-01,-0.5701904363414714
2021-01-01,-0.35528655683549687
2021-02-01,-0.14823609923397713
2021-03-01,0.32892053426758866
2021-04-01,1.0995610937696063
2021-05-01,1.9337673422497177
2021-06-01,2.2761358727293977
2021-07-01,2.4106114101647056
2021-08-01,2.474196301975075
2021-09-01,2.5183155319834682
2021-10-01,2.7185110167539075
2021-11-01,3.009148086369308
2021-12-01,2.9233756905890904
2022-01-01,2.766269411223744
2022-02-01,2.7513816932865995
2022-03-01,2.8568070748689993
2022-04-01,2.922548654143221
2022-05-01,3.069575014233638
2022-06-01,3.0573499852118373
2022-07-01,3.0092067165758976
2022-08-01,2.720947424361267
2022-09-01,2.4808861886939444
2022-10-01,2.295580435335214
2022-11-01,2.0051132844944917
2022-12-01,1.8665493481376858
2023-01-01,1.7159476965897582
2023-02-01,1.5967272898923734
2023-03-01,1.35697346434305
2023-04-01,0.9804390313972059
2023-05-01,0.5892454151307812
2023-06-01,0.34030942008819937
